comment,label
"1 trong 2 tk cm trả lại cho ngta đi kìa, có cái bàn để uống nước cx đem đi cắm",0
mất cả bàn,0
trả ngay cho ngta,0
"Chị mời các em có trong dách chỉ điểm và bị chỉ điểm qua quán ngồi chơi , chill chill, thẩm đồ quán nhé :"") :"") .",0
trả bàn ngay,0
trả lại bàn cho cô đi thầy=)),0
trả cho người ta đi b,0
Menu quán. Mong chờ được hậu tạ quá các em ơi :”),0
"Ví dụ này minh họa về Chưng cất Tri thức (Knowledge Distillation), một kỹ thuật mà một mô hình ""học trò"" (student) nhỏ được huấn luyện để bắt chước một mô hình ""thầy"" (teacher) lớn hơn, đã được huấn luyện trước. Khi mới được phát triển, phương pháp này được sử dụng chủ yếu để giảm kích cỡ mô hình nhằm tạo mô hình con chạy nhanh hơn hoặc chạy được trên thiết bị có cấu hình thấp hơn … Xem thêm",0
Tự dưng thấy mình già nhanh:(((,0
May có nhà xe 4 tầng k thì đông lắm:))),0
Đông thật năm nay 5k năm sau lên tận 8k thì học cả chủ nhật hay gì,0
năm nay lấy bao nhiêu v c,0
Điểm chuẩn,0
thành bổ túc luôn,0
8000*40= 160 tỷ,0
:))) + 8.000 cổ đông bị bóc lột,1
What đông thế này thì quét qr lại vỡ trận th,0
Ước ra hòa lạc NGAY VÀ LUÔN ồh yêahh,0
"Tuyển ít thôi còn chất lượng, người học còn có cơ hội thực hành, tuyển số lượng nhiều thì điểm chuẩn lại thấp hơn và đào tạo nhiều liệu có chất lượng như đào tạo số lượng ít",0
Dự kiến điểm năm sau 18-19,0
"Ví dụ này minh họa về Chưng cất Tri thức (Knowledge Distillation), một kỹ thuật mà một mô hình ""học trò"" (student) nhỏ được huấn luyện để bắt chước một mô hình ""thầy"" (teacher) lớn hơn, đã được huấn luyện trước. Khi mới được phát triển, phương pháp này được sử dụng chủ yếu để giảm kích cỡ mô hình nhằm tạo mô hình con chạy nhanh hơn hoặc chạy được trên thiết bị có cấu hình thấp hơn … Xem thêm",0
đừng có thế,0
chừa này,0
đừng như thế nha=)),0
"K e ơi, tố cáo luôn =)) mấy mục drl mà mình k đánh giá được thì hệ thống đánh giá hết rồi, còn k thì điền bao nhiêu là việc của mình. Nếu điểm thấp hơn e tự đánh giá thì e có thể gửi khiếu nại tới cố vấn học tập.",0
chửi chetme nó đi chứ nghe làm gì,0
Khu tự trị nào đây =))),0
:)))))) oi zoi oi,0
Ngáo ngơ,0
mong thầy nhẹ tay,0
Có quyền nha,0
lớp trưởng mình cũng hay doạ thế,0
ôi anh tôi đấy mn ạ,0
m à,0
Lớp trưởng giờ oai nhỉ quyền năng ngang vua rồi đấy,0
à,0
"Mong sao bạn lớp trưởng giấu tên ngành TM cũng đọc được bài viết này ạ, một trong số những điều không ai cấm nhưng cũng không ai rảnh mà làm",0
Bạn lớp trưởng nào đấy cũng hay doạ trừ điểm lắm ý,0
mua cho lớp phó cốc nước ngay!,0
"mình hiền lành nhân hậu, có trừ ai đâu nhỉ",0
sẵn đây mình nói luôn lớp trưởng kt03,0
T biết là Bao Nguyen và Nguyen Hieu nhưng t k thể chứng minh,0
trả điểm cho tôi,0
lớp trưởng lớp con có thế k,0
cẩn thận k a cho lên cfs,0
Lớp trưởng Lê Thành nhà mình sao bao dung nhân hậu vậy nhỉ. Quý bạn ấy thế,0
ngoan chưa hahaa,0
Vũ Viết Thành,0
tại sao bạn làm vậy ?,0
b này có v không,0
"Thằng ngo nào vậy em, lớp trưởng là tưởng mình là bố thiên hạ à ? Em cho in4 nó lên đây nhé",0
volo sao m sống lỗi tke,0
chấp số 8 cho t 90 đrl nhớ,0
A/c cho e hỏi đrl có ảnh hưởng gì tới việc sau này cấp bằng tốt nghiệp ko ạ,0
anh này có làm j ko anh,0
":)))))) khác với hồi làm drl giấy thé, hồi đó c hỏi ai muốn có hobo thì react tin nhắn này c để drl xuất sắc hết còn lại random",0
m à,0
có khum bạn,0
mày à,0
Ngô Phương,0
Bảo Ngọc đừng,0
coi chừng t,0
Kiet Nguyen T bt là m nhưng k thể chứng minh,0
đẳng cấp lớp trưởng vt04 giúp ae bú hobo,0
suc vat that,0
Phạm Phúc thật ko,0
lớp trưởng xloi,0
m à,0
t up đấy,0
t vs m công bố sẵn giá là +1 chai nc cho các bạn đỡ thắc mắc . ae mk cx chỉ vì vc công hoi :)))).,0
có dấu hiệu lộng quyền r đo,0
chị ác thế,0
tao bt m đăng nhưng t ko thể chứng minh,0
đấy m cứ joke đi cno tưởng thật r kia kìa,0
nhột,0
xác nhận,0
đừng ép tôi làm gtich nữa,0
hãy nhân bản bạn này Minh Tan để làm lớp trưởng các lớp tâm lí lắm ạ,0
"Lớp trưởng lớp nào thế, tôi muốn kết bạn!",0
"Ví dụ này minh họa về Chưng cất Tri thức (Knowledge Distillation), một kỹ thuật mà một mô hình ""học trò"" (student) nhỏ được huấn luyện để bắt chước một mô hình ""thầy"" (teacher) lớn hơn, đã được huấn luyện trước. Khi mới được phát triển, phương pháp này được sử dụng chủ yếu để giảm kích cỡ mô hình nhằm tạo mô hình con chạy nhanh hơn hoặc chạy được trên thiết bị có cấu hình thấp hơn … Xem thêm",0
"Chúng mình là thành viên của “CLB Cờ” (trọng tâm là Cờ Vua, có cả Board Game cho ai muốn tham gia trò chơi hội nhóm nữa) do các bạn PTIT thành lập. Tuy chưa được công nhận chính thức, nhưng hoạt động của CLB rất năng động và gắn kết. Nếu bạn yêu thích cờ, hãy nhắn tin cho mình để cùng tham gia nhé!   ♞ ♜ ♛ ♚ ♔ ♙.      .",0
Clb mình có các a chuyên cờ tướng nữa nhaa,0
Mình biết cờ bạc xin phép ứng cử ạ,0
Cờ 8 người vào đc k ạ,0
Cờ lật ko ạ:)),0
cờ bạc được k ạ,0
tft đc ko bạn,0
Cờ tướng có mình xin slot b,0
"cờ vua với tft được k bạn, bỏ cờ vua hơi lâu nên tay hơi xuống hhh",0
vua cờ,0
Tran Long +2,0
cờ bạc app đc clb này k anh,0
lau k chs dc k :))),0
Tft dc ko bn,0
Amateur đc k b,0
tớ biết mỗi cờ bạc được k ban,0
-100 elo cờ vua apply đc k b?,0
ạp lai,0
Lâu k chơi cờ vua có apply dc k b,0
Trung Nguyen nhanh tay vào thôi,0
mình 600 elo chess có được vô kh,0
Quang Minh,0
Mk lâu ròi không chơi có vào đc ko b,0
Có bạc cho bn này ko ạ Nguyễn Thành Hoàng,0
Chơi 2h 1 ván đc kh :))),0
Hoang Long tưởng clb cờ......đỏ :)),0
từng là core clb cờ c3 có dc apply k ạ,0
Tiến Khôi ae mk lm cái clb flag silver là xinh,0
b đi zone nào thế,0
Trường phát thì báo mình với,0
=))))))))))) trường phát chắc hết nấc,1
cụng ươc,0
Cũng muốn,0
Ngọc Ánh =))))),0
Ước cùng,0
Toi yeu ptit,0
Tôi yêu ptit,0
Minh Tuấn ?,0
Em yêu trường em zone dell nào cũng đc,0
"Ông anh hôm bữa làm content văn hoá Nhật giờ bị mấy group lớn tế lên cho cả nước biết r, k bt nên tự hào hay ngại nx  . Bị bế lên vtv thì hết cứu",0
ua cgi v s t k bt,0
Thấy cũnh bình thường mà sao lại tế,0
"bình thường mà, toàn câu view với bôi bẩn chấp làm gì",0
"Ngại hết cả ptit , vào toàn thấy chửi",0
Lên VTV thật à,0
xin in4 ông anh làm trò này,0
Nma kbt sao chứ thấy mấy content đấy là content khịa hay sao mà nma cmt toàn chửi bảo bợ nhật,0
Củ content cũng bthg bê từ nc ngoài về th có j mà bị bế v,0
Chấp vtv nửa trái,0
Ai có tài khoản ChatGPT Plus không cho mình dùng ké với.,0
"Nhận order đồ ăn vặt Hàn Quốc, tối nay mình chốt đơn nhé mng.",1
Học bổng của trường mình yêu cầu GPA bao nhiêu vậy ạ?,0
"Thằng báo team đây rồi, game nào cũng afk.",0
"Cần pass gấp con iphone 11 lock, máy còn ngon, pin 90%. Giá 4tr có fix.",1
Mai thi rồi mà giờ chữ nào cũng chưa vào đầu. Toang.,0
"Ad duyệt bài em với, em bị lừa mất 500k tiền cọc phòng trọ, muốn cảnh báo mng.",0
Bạn nào cần tìm người yêu đi chơi noel thì dr mình nhé. Mình FA lâu năm rồi.,0
"CUNG CẤP TÀI KHOẢN NETFLIX, YOUTUBE PREMIUM GIÁ RẺ. Bảo hành suốt thời gian sử dụng.",1
Lại phải lên thư viện cày deadline thôi.,0
Ngu thì chết chứ bệnh tật gì.,0
Tham gia group chia sẻ tài liệu học tập free cho sv. Link ở bio nhé.,1
Có ai đi xe bus 32 không cho mình hỏi mấy giờ có chuyến cuối ạ?,0
"Góc tìm đồ: Em có làm rơi 1 cái thẻ sinh viên ở căng tin, ai nhặt được cho em xin lại với ạ.",0
"Tuyển mẫu nail cho học viên, free 100%. Nhanh tay đặt lịch kẻo hết slot.",1
"Ôi idol của tôi, đẹp trai quá.",0
Chỗ này gửi xe qua đêm có an toàn không mọi người?,0
"Bán data 1000 khách hàng tiềm năng, phù hợp cho các bạn sale. Giá rẻ.",1
Học xong 4 năm mà cảm thấy mông lung quá.,0
Đứa nào có link xem phim này full HD không?,0
"BÍ KÍP ĐẠT 900+ TOEIC TRONG 3 THÁNG. Tài liệu độc quyền, cam kết đầu ra. Inbox để nhận ngay!",1
Môn này có được dùng tài liệu lúc thi không nhỉ?,0
Cmt này mà được 100 like tôi tỏ tình crush.,0
"Bạn nào cần thuê trọ gần trường thì liên hệ mình nhé, chính chủ không qua trung gian.",1
Đang đi học mà mẹ gọi hỏi có cần tiền không. Hạnh phúc giản đơn.,0
Logic như cc mà cũng nói được.,0
"Tuyển CTV viết content, chỉ cần online, không yêu cầu kinh nghiệm, thu nhập 2-4tr/tháng.",1
Có ai nhận làm hộ chiếu nhanh không ạ?,0
Quán này đồ uống cũng bth mà sao đông thế nhỉ?,0
"Nhận chạy quảng cáo Google, Facebook hiệu quả, cam kết ra đơn.",1
Lại là một ngày không biết ăn gì.,0
"Báo thủ, báo cha báo mẹ.",0
"Cài win, sửa laptop lấy ngay giá sinh viên. Kèm vệ sinh máy miễn phí.",1
Thèm trà sữa quá mà hết tiền rồi.,0
Có ai biết chỗ nào làm thêm ca tối không ạ?,0
"GIẢM CÂN CẤP TỐC - AN TOÀN - HIỆU QUẢ. Không cần ăn kiêng, không cần tập luyện. Dr để được tư vấn.",1
Chủ thớt viết bài hay quá.,0
"Sắp ra trường rồi, có ai có kinh nghiệm apply intern cho mình xin với.",0
"Mình có voucher ahamove giảm 50%, ai cần mình tặng lại nè.",0
GOM ORDER GÀ RÁN 120K/COMBO 2 NGƯỜI. FREESHIP BÁN KÍNH 3KM.,1
"Vc quả review, đọc xong không dám đi làm luôn.",0
"Nói ít thôi, làm được không?",0
"Nhận đi chợ hộ, nấu ăn cho các bạn sinh viên lười. Đảm bảo ngon, sạch.",1
Có ai biết cách xin giấy xác nhận sinh viên online không?,0
Tự nhiên bị con bạn thân unfollow. Buồn vcl.,0
"Bạn nào muốn cải thiện vòng 1 thì ib em nhé, sản phẩm nhà em an toàn tuyệt đối.",1
Điểm giữa kỳ môn này của mng sao rồi?,0
Ad cho em hỏi sao bài em đăng mãi chưa được duyệt ạ?,0
Pass lại vé xem phim cuối tuần này do bận việc đột xuất. Mua 120k pass 80k.,1
"Mọi người ơi cứu, em lỡ tay format cái ổ cứng chứa đồ án tốt nghiệp rồi.",0
Thằng này nói chuyện xàm l thật sự.,0
"Tuyển nhân viên trực page, trả lời tin nhắn khách hàng. Có thể làm tại nhà.",1
"Có ai thi lại môn Xác suất thống kê không, lập nhóm ôn chung đi.",0
Trường mình có ma không chúng mày?,0
"Balo chống nước, đựng vừa laptop 15.6 inch, siêu bền, đang sale 30%. Link shopee ở cmt.",1
Đẹp trai không bằng chai mặt. Cố lên bạn ơi.,0
"Cần tìm 1 bạn nam ở ghép, phòng rộng 20m2, có nóng lạnh, điều hòa. Điện nước giá dân.",0
"Chỉ cần bỏ ra 2 TRIỆU, thu về 20 TRIỆU sau 1 tháng. Cơ hội đầu tư có 1 không 2. Ai quan tâm chấm mình gửi info.",1
Đi thực tập có lương không mng?,0
Bài viết này thiếu khách quan quá.,0
MÁY CHIẾU MINI CHỈ 599K. Biến phòng trọ thành rạp phim. Nhanh tay số lượng có hạn.,1
Hè này có ai đi mùa hè xanh không?,0
Nhìn cái mặt đã thấy ghét.,0
"Nhận làm bằng lái xe máy, ô tô các hạng. Bao đậu 100%.",1
Có ai ship đồ ăn đêm không ạ? Em đói quá.,0
"Mọi người ơi, cho em hỏi xin bảng điểm ở phòng đào tạo có nhanh không ạ?",0
"BẠN MUỐN TĂNG THU NHẬP? Trở thành đối tác của chúng tôi ngay hôm nay. Chiết khấu cao, không cần vốn. Chấm (.) để nhận info.",1
Đứa nào lấy con chuột máy tính của tao ở phòng tự học tầng 3 trả lại đây.,0
"Mình nhận des ảnh, làm video kỷ yếu, video tiktok. Giá cả học sinh, sản phẩm chất lượng. Dr mình nhé.",1
"Cần tìm người share tiền phòng trọ. Phòng 2tr2/tháng ở gần trường, điện nước giá dân.",0
"Chán vcl, lại rớt môn nữa rồi. Có ai giống t ko?",0
KHÓA HỌC PHOTOSHOP CẤP TỐC ONLINE. Giảm 70% học phí cho 50 bạn đăng ký đầu tiên. Cam kết thành thạo sau 7 ngày.,1
Review công ty XYZ có ổn không mng? Em mới nhận được offer intern ở đó.,0
"Nhận edit CV, cover letter chuẩn chỉnh, chuyên nghiệp. Tăng 90% cơ hội được gọi phỏng vấn.",1
Cái thằng cha gửi xe ở nhà B khó tính vãi.,0
Flex nhẹ con ảnh thẻ mới chụp.,0
"Xả hàng tai nghe bluetooth, đồng hồ thông minh đồng giá 99k. Số lượng có hạn, đặt hàng ngay tại link bio.",1
Có ai biết quán cafe nào yên tĩnh để học bài không ạ?,0
Đứa nào rảnh đi hiến máu với t không?,0
"Mày nói thế thì chịu rồi, cãi cùn vcl.",0
"Tuyển 20 nhân viên nam/nữ dán tem sản phẩm tại nhà. Việc nhẹ lương cao, trả tiền theo ngày.",1
Thư viện trường mình mở cửa đến mấy giờ thế các bác?,0
Ad ơi sao bài của em bị xóa vậy? Có vi phạm gì đâu ạ?,0
Bạn nào có mã freeship Shopee không dùng đến cho mình xin với. Cảm ơn nhiều.,0
"HACK FOLLOW, HACK TYM TIKTOK, FACEBOOK. Giá rẻ nhất hệ mặt trời. Ib để được báo giá.",1
Lịch thi cuối kỳ có chưa mng ơi?,0
"Bài viết sâu sắc quá, cảm ơn tác giả.",0
"Bán tài liệu, đề cương ôn thi cuối kỳ full các môn đại cương. Đảm bảo trúng tủ 80%.",1
Có ai biết cách đăng ký tham gia nghiên cứu khoa học không ạ?,0
"Đm quả tắc đường ở ngã tư sở, đi học muộn cmnr.",0
"Tham gia ngay nhóm share link khóa học Udemy, Coursera miễn phí. Link ở comment dưới.",1
Học lại môn này với thầy nào thì dễ qua hơn nhỉ?,0
"Thằng này bị ảo à, phát biểu ngu vcl.",0
"Pass lại đôi boot da mới đi 1 lần do không hợp style. Size 37, giá 200k.",1
Mai thuyết trình rồi mà slide còn chưa làm xong. Ai cứu tui với.,0
Check uy tín của shop này giúp mình với mng ơi.,0
"Cần tìm 1 bạn nữ chụp ảnh lookbook cho shop thời trang. Yêu cầu ăn ảnh, tự tin. Lương 400-600k/buổi.",1
Quên mật khẩu trang tín chỉ thì làm sao lấy lại được ạ?,0
"Idol tiktok cc gì, toàn mấy trò xàm xí.",0
"Nhận cài đặt phần mềm đồ họa (PTS, AI,...) full crack vĩnh viễn. Giá 30k/phần mềm.",1
Tự nhiên thèm bún đậu mắm tôm quá chúng mày.,0
Cmt dạo thôi chứ đọc chả hiểu cc gì.,0
"Bạn nào đang bị TRĨ, TÁO BÓN thì về đội của em. Thuốc gia truyền cam kết khỏi dứt điểm.",1
Có ai biết chỗ nào sửa điện thoại uy tín mà giá sv không?,0
Đội bóng trường mình đá giải này có hay không mng?,0
GOM ORDER SỮA CHUA TRÂN CHÂU HẠ LONG. 25K/CỐC. 5H CHIỀU MÌNH SHIP NHÉ.,1
Cãi nhau với người nhà mệt thật sự.,0
Cần tìm chủ cho bé mèo con bị bỏ rơi. Ai nuôi được dr mình nhé.,0
"Bạn có muốn da mặt hết mụn, căng bóng như idol Hàn? Hãy ib mình để được tư vấn bộ sản phẩm phù hợp.",1
Học xong tín chỉ GDQP có được cộng điểm rèn luyện không ạ?,0
Đang yên đang lành bị con ex nó tag vào bài nyc của nó. vc.,0
"Tuyển cộng tác viên đăng bài cho các group, page. Thu nhập thụ động 1-3tr/tháng.",1
Mấy môn tự chọn nên chọn môn nào dễ thở nhỉ mng?,0
Nói chuyện kiểu này thì next dùm.,0
"Chuyên sỉ lẻ quần áo hot trend, không qua trung gian. Mẫu mới cập nhật liên tục. Add zalo để xem mẫu.",1
Có ai biết thủ tục xin ra khỏi KTX không?,0
"Sắp tới sinh nhật ny, nên tặng quà gì được nhỉ?",0
"Cung cấp acc game có sẵn rank, tướng, skin. Giá rẻ hơn nạp thẻ. Giao dịch trực tiếp hoặc trung gian.",1
"Đói quá, có ai ship cơm đêm không?",0
Nhìn mặt thằng này hãm vãi.,0
"Bán key Windows, Office bản quyền giá rẻ cho sinh viên. Dùng vĩnh viễn.",1
Có ai đăng ký đi tiếp sức mùa thi không?,0
"Điểm thi của bạn này ảo thật sự, chắc con ông cháu cha.",0
"Bạn nào bị hôi nách, hôi chân kinh niên thì đừng bỏ qua sản phẩm này. Hiệu quả ngay lần đầu sử dụng.",1
"Quên không đóng tiền điện, phòng bị cắt mạng rồi. Đen vcl.",0
Mình thấy quan điểm của bạn khá phiến diện.,0
"Nhận làm con dấu tên, chức danh, shop... Lấy ngay sau 15 phút. Ship cod toàn quốc.",1
Có ai biết app nào học tiếng Trung hiệu quả không ạ?,0
Cần tìm người đi xem phim chung. Mình bao vé.,0
"Bạn muốn nói tiếng Anh như người bản xứ? Đăng ký ngay khóa học giao tiếp với GV nước ngoài, ưu đãi 50% cho SV.",1
Môn Tư tưởng Hồ Chí Minh có khó không mng?,0
Đm cái đứa đi vệ sinh không dội nước trong ktx. Vô ý thức vcl.,0
Pass lại thẻ tập gym 3 tháng do mình không có thời gian đi. Giá 500k.,1
"Cứu, mai thi mà giờ vẫn đang cày phim.",0
"Đẹp trai quá, cho em xin info với ạ.",0
"Nhận order hàng US, UK không qua trung gian. Cam kết hàng auth, bill đầy đủ.",1
Điểm rèn luyện thấp có ảnh hưởng đến việc xét tốt nghiệp không ạ?,0
Thằng bạn mượn tiền mấy tháng không trả. Giờ làm sao đòi được nhỉ?,0
VÍ DA NAM CAO CẤP - QUÀ TẶNG Ý NGHĨA CHO NGƯỜI THƯƠNG. Khắc tên miễn phí. Kiểm tra hàng trước khi thanh toán.,1
Có ai có link tải sách chuyên ngành này bản pdf không cho mình xin với.,0
Thua game cay cú à?,0
Tuyển nhân viên bán hàng shop quần áo. Lương 20k/h + thưởng. Ưu tiên sv làm xoay ca.,1
Học ngành ngôn ngữ Anh ra có dễ xin việc không các anh chị?,0
Cmt này đủ 50 like mình đi nhuộm tóc màu xanh.,0
"Chỉ 3K mỗi ngày để sở hữu mái tóc dày, óng mượt. Dầu gội thảo dược thiên nhiên, an toàn cho mọi da đầu.",1
Có ai bị dị ứng với hải sản không?,0
Chỗ này chụp ảnh kỷ yếu có đẹp không mng?,0
Tìm đồng đội chơi Pubg tối nay.,0
"Bán tài khoản Canva Pro, Grammarly Premium giá sinh viên. Dùng chung ổn định.",1
"Trời mưa, lại lười đi học.",0
Mày biết cc gì mà nói.,0
"Nhận làm móng, nối mi tại nhà. Giá rẻ hơn ngoài tiệm. Book lịch ngay nhé các nàng.",1
Thủ tục làm lại thẻ sinh viên bị mất như thế nào vậy ạ?,0
Có ai đi xem concert của band này cuối tháng không?,0
Bạn nào cần vay nóng 1-5 triệu trong ngày thì dr mình. Thủ tục đơn giản.,1
Lại sắp đến hạn đóng học phí rồi. Áp lực ghê.,0
Có ai biết thủ tục xin bảo lưu kết quả học tập ntn không ạ?,0
"✨ KÍNH ÁP TRÒNG 1 NGÀY CHỈ 15K/CẶP ✨ Đa dạng mẫu mã, đeo êm như không đeo. Sỉ ib để có giá tốt nhất.",1
"Cần tìm người đi Đà Lạt cuối tháng này, share tiền phòng, tiền xe cho rẻ.",0
"Nhận gỡ rối tơ lòng, tư vấn tình cảm. Có duyên mới gặp, phí tùy tâm. Dr mình nếu bạn cần một người lắng nghe.",1
Đứa nào đi qua lớp D301 sáng nay có nhặt được cái ô màu đen không cho mình xin lại với.,0
Môn Pháp luật đại cương có điểm danh gắt không mọi người?,0
"TÚI TOTE VẢI CANVAS SIÊU BỀN, ĐỰNG VỪA LAPTOP 14 INCH. Mẫu độc quyền, giá chỉ 79k. Link Shopee ở bio.",1
Review đồ ăn ở canteen mới sửa lại đi anh em.,0
"Mình có nhận làm freelancer mảng content marketing, SEO. Bạn nào có job giới thiệu mình với nhé.",0
Đã ngu còn hay lý sự.,0
"Tuyển 5 bạn livestream bán quần áo. Không yêu cầu kinh nghiệm, chỉ cần hoạt ngôn, tự tin. Lương cứng + % doanh thu.",1
Có ai biết chỗ nào photocopy giá rẻ gần trường không ạ?,0
"Thằng bạn cùng phòng ở bẩn vcl, nói mãi không thay đổi.",0
"💰 BẠN MUỐN TỰ CHỦ TÀI CHÍNH? Tham gia đội nhóm đầu tư của mình, cam kết lợi nhuận 20-30%/tháng. Không đa cấp!",1
"Góc cảnh báo: Mọi người cẩn thận với shop X nhé, mình mua hàng bị gửi sai mẫu mà shop không cho đổi trả.",0
Điểm thi giữa kỳ môn này có trên trang tín chỉ chưa mng?,0
"Pass lại con chuột gaming không dây do được tặng không có nhu cầu dùng. Mới 100%, giá 400k.",1
"Sắp tới 20/10, mua quà gì tặng mẹ được nhỉ?",0
Nói chuyện không có tí logic nào cả.,0
"Nhận diệt virus, dọn rác, tăng tốc laptop. Lấy ngay sau 30 phút, giá chỉ 50k.",1
Có ai có link đề thi Olympic Tin học sinh viên năm ngoái không?,0
"Chán, lại phải đi học quân sự rồi.",0
Khóa học làm giàu từ bất động sản cho người mới bắt đầu. Bí quyết sở hữu nhà trước tuổi 30. Đăng ký để giữ slot.,1
Tự nhiên bị block facebook không rõ lý do. Cay.,0
Bạn nào có voucher ahamove không dùng đến cho mình xin với được không ạ?,0
Bạn nào cần người mẫu makeup không ạ? Em nhận làm mẫu free để lấy kinh nghiệm.,0
"Tuyển cộng tác viên bán vé xem phim, chiết khấu cao. Làm online, không cần bỏ vốn.",1
Môn này học lại lần thứ 3 rồi. Nản vcl.,0
Thằng này trong ảnh nhìn khác hẳn bên ngoài.,0
"Nhận order trà sữa, đồ ăn vặt ship tận KTX. Freeship cho đơn từ 50k.",1
Thủ tục xin rút học phần có phức tạp không mng?,0
Thớt cho xin link nhạc được không ạ?,0
"Cần tìm gia sư môn Hóa cho em lớp 10. Yêu cầu sv chuyên ngành Hóa, có kinh nghiệm. Lương thỏa thuận.",1
Đồ án tốt nghiệp có được chọn giảng viên hướng dẫn không ạ?,0
"Mày là nhất rồi, không ai bằng mày đâu.",0
"Tham gia nhóm chia sẻ mã giảm giá, voucher Now, Grabfood. Link nhóm ở dưới.",1
Có ai biết cách fix lỗi font trong word không?,0
Cần tìm người chụp 1 bộ ảnh dã ngoại cuối tuần này. Ai nhận chụp ib báo giá mình với.,0
"Bán tài khoản Fshare VIP, get link max tốc độ. Giá 20k/tháng.",1
Đang học thì mất điện. Số nhọ vcl.,0
"Cái kết hay quá, xem mà nổi da gà.",0
"Dịch vụ giặt sấy quần áo, chăn màn lấy ngay. Giá sinh viên, có ship tận nơi.",1
Có ai biết chỗ nào bán bánh tráng trộn ngon không?,0
"Lại sắp phải chạy deadline rồi, mệt mỏi ghê.",0
"Bạn nào muốn xăm hình nghệ thuật, an toàn, giá rẻ thì dr cho mình nhé. Đang có chương trình giảm giá 20%.",1
Check info giúp em bạn này với ad ơi.,0
Cmt vô tri nhưng muốn lên top.,0
"Tuyển nhân viên nhập liệu cho các sàn TMĐT. Công việc đơn giản, làm tại nhà, thu nhập ổn định.",1
Học xong ngành này có sợ thất nghiệp không các tiền bối?,0
Đm cái đứa nào lấy trộm sạc dự phòng của tao.,0
"Bán 1000 file thiết kế có sẵn cho dân đồ họa. Full định dạng, chỉ 99k. Link tải ở bio.",1
"Có ai chung phòng KTX mà gặp phải đứa ở bẩn, lười biếng không?",0
Nên mua laptop hãng nào cho bền nhỉ mng?,0
"Mở thẻ tín dụng VPBank online, nhận ngay voucher 500k. Không cần chứng minh thu nhập, duyệt trong 15 phút.",1
"Lại mưa, chán chả muốn đi học.",0
Thằng này nói chuyện đạo lý vcl.,0
"Nhận order giày sneaker rep 1:1, full box, bill. Cam kết hàng đẹp như auth. Check dr để xem mẫu.",1
Thư viện có cho mượn sạc laptop không ạ?,0
Tìm bạn chơi cầu lông buổi chiều ở sân vận động trường.,0
"Chỉ cần online 2-3h/ngày, thu nhập 100-200k. Công việc cho các bạn sv muốn kiếm thêm. Ib mình để được hướng dẫn.",1
Đồ ăn ở căn tin dạo này lên giá hay sao ấy nhỉ?,0
Bài viết này nông cạn quá.,0
Pass lại sách tiếng Anh chuyên ngành còn mới. Mua 150k pass 70k.,1
Có ai biết lịch nghỉ Tết của trường mình chưa?,0
Điểm GPA thấp có ảnh hưởng đến việc apply học bổng không ạ?,0
"Bạn nào cần người tâm sự, trò chuyện đêm khuya không? Mình FA, rảnh lắm.",0
"Sim data 4G không giới hạn dung lượng, giá chỉ 50k/tháng. Mua ngay kẻo hết.",1
"Vc, crush vừa rep story mình. Vui quá.",0
Mày thì biết cc gì mà phán.,0
"Nhận trông nhà, chăm thú cưng dịp lễ Tết. Sinh viên Bách Khoa, thật thà, chăm chỉ. Ib để trao đổi.",1
Mọi người cho em hỏi cách liên hệ với văn phòng Đoàn trường với ạ.,0
Cần tìm người yêu đi chơi trung thu.,0
"Bạn nào bị viêm xoang, viêm mũi dị ứng lâu năm không khỏi thì dr mình nhé. Thuốc gia truyền đảm bảo hiệu quả.",1
Môn Kỹ năng giao tiếp có phải thuyết trình nhiều không mng?,0
Lại một kỳ nữa sắp qua mà vẫn chưa có mảnh tình vắt vai.,0
"GOM ORDER BÁNH TRÁNG PHƠI SƯƠNG TÂY NINH CHÍNH GỐC. Đầy đủ topping, 30k/phần.",1
Có ai biết chỗ nào sửa khóa balo uy tín không?,0
Nhìn cái avatar đã không muốn nói chuyện rồi.,0
"Tuyển 10 bạn làm Airdrop, Bounty cho các dự án Crypto. Không cần vốn, chỉ cần siêng năng. Thu nhập không giới hạn.",1
Có ai có file excel tính điểm GPA tự động không cho mình xin với.,0
Chỗ này gửi xe có đắt không mọi người?,0
Pass lại khóa học lập trình Python trên Udemy. Mua 500k pass 100k.,1
"Học xong mệt quá, có ai đi ăn gì không?",0
Ad duyệt bài nhanh giúp em với ạ.,0
"Bán bộ bài tarot cho người mới bắt đầu, kèm sách hướng dẫn chi tiết. Giá chỉ 150k.",1
Có ai biết cách cải thiện điểm tiếng Anh không?,0
Thằng này đẹp trai mà nói chuyện vô duyên vcl.,0
"Nhận vẽ chibi, tranh chân dung theo yêu cầu. Giá hạt dẻ, làm quà tặng siêu ý nghĩa.",1
Lịch học lại đã có chưa vậy mng?,0
Mọi người cho em hỏi học cải thiện điểm thì điểm cũ có bị xóa đi không ạ?,0
🔥 VOUCHER GRAB/BE GIẢM 50% - SỐ LƯỢNG CÓ HẠN 🔥 Chỉ 10k/voucher. Mua 5 tặng 1. Ib ngay để chốt đơn.,1
Cần tìm 1 bạn edit video Capcut cho bài tập nhóm. Có trả phí ạ.,0
"Nhận báo cáo thực tập, khóa luận tốt nghiệp trọn gói. Đảm bảo đúng hạn, chuẩn yêu cầu, không đạo văn. Dr để được tư vấn.",1
